filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta2_1,delta2_2,delta2_3,delta2_4,delta2_5,delta2_6,delta2_7,delta2_8,delta2_9,delta2_10,delta2_11,delta2_12,delta2_13,delta2_14,delta2_15,delta2_16,delta2_17,delta2_18,delta2_19,delta2_20,zcr,rms,centroid,bandwidth,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_7,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,label
Var_100.wav,-404.0039978027344,133.63450622558594,13.022622108459473,42.02143859863281,3.167346239089966,14.393004417419434,-1.1115535497665405,7.263464450836182,-0.9301872849464417,0.5691813230514526,-2.6352195739746094,-0.614698052406311,-8.753697395324707,-0.9593907594680786,-3.8606581687927246,-2.3207783699035645,-3.7191414833068848,-2.852365016937256,-0.8369854092597961,-3.188532829284668,-0.08048919588327408,0.019730258733034134,-0.009285364300012589,0.014469877816736698,-0.011893613263964653,0.002486739307641983,-0.01729670725762844,-0.0007968420977704227,0.01781129650771618,0.01588631048798561,0.010123166255652905,0.004216446075588465,-0.004311282187700272,0.006739471573382616,-0.0075618550181388855,0.0033325706608593464,-0.005491161718964577,-0.0008026289287954569,-0.010866016149520874,-0.00794985145330429,-0.039060257375240326,-0.013455494306981564,-0.013095350004732609,0.0006693080067634583,0.0015574857825413346,0.008866502903401852,-0.0014437340432778,0.0006765940343029797,0.006853111088275909,0.00434888806194067,0.0026433332823216915,-0.004455706104636192,0.006029337178915739,-0.0061525809578597546,0.0003163890796713531,-0.0038291378878057003,-0.0021446857135742903,-0.0033838634844869375,-0.011121264658868313,-0.0003850041248369962,0.025938966403753993,0.010262057185173035,1902.567276108484,2997.1362953192524,18.207796691815503,13.331506719328067,13.882851261438045,14.351048829395706,14.419117178964074,15.071720763337847,18.403058521054692,0.29162928462028503,0.1887044459581375,0.18907535076141357,0.24094361066818237,0.26169994473457336,0.24851484596729279,0.2727740705013275,0.3977715075016022,0.6747353672981262,0.8462437391281128,0.6857271790504456,0.4642793834209442,1
Var_101.wav,-411.8507995605469,132.5155029296875,6.312464714050293,38.09586715698242,3.260154962539673,12.817039489746094,0.00212240987457335,8.402493476867676,-0.686302900314331,2.8258185386657715,-1.028394341468811,1.6439791917800903,-5.763585090637207,-1.01472806930542,-2.0001540184020996,-2.917235851287842,-3.7555325031280518,-1.9727586507797241,-1.6832919120788574,-2.6065316200256348,-0.0019807966891676188,0.01358452346175909,-0.0030830507166683674,-0.02496197260916233,-0.011010989546775818,0.0029150606133043766,0.01769132725894451,0.005015132017433643,-0.004899936728179455,-0.007507195696234703,-0.004759722854942083,0.005442918743938208,0.0006961502367630601,-0.009425532072782516,0.012395535595715046,-0.004847859963774681,0.003506758715957403,0.006932045333087444,0.008662679232656956,0.012342611327767372,-0.06363660842180252,0.01280170027166605,0.031842950731515884,-0.0030533121898770332,0.004888736642897129,0.018085172399878502,0.003804489504545927,-0.001579916337504983,0.0038910829462110996,0.004269812256097794,0.008623379282653332,0.004102359525859356,-0.00791357271373272,-0.011218341067433357,-0.00034042802872136235,-0.0020253483671694994,-0.004537505563348532,0.003749008057639003,0.012268133461475372,0.005057233385741711,0.031844361521565494,0.007964886724948883,2010.6270490122647,3035.133435099455,17.10213956954827,11.557706082817099,12.497574213411971,13.969067166454053,14.447536945283328,15.470851493024346,18.108837926902613,0.42575111985206604,0.3056839406490326,0.284816712141037,0.3626294434070587,0.4316041171550751,0.3681638538837433,0.33461296558380127,0.4295694828033447,0.6712585687637329,0.8764157295227051,0.7519878149032593,0.5862433314323425,1
Var_102.wav,-414.27325439453125,139.86651611328125,8.75014591217041,39.634742736816406,4.0468220710754395,11.011789321899414,1.2397077083587646,8.435951232910156,-0.9237276911735535,1.3108834028244019,-1.0082916021347046,2.937490224838257,-5.137100696563721,-1.2107173204421997,-2.3664097785949707,-1.9862127304077148,-4.704334735870361,-2.4072518348693848,-2.487299680709839,-2.6252453327178955,0.001703414716757834,0.002869537565857172,0.00861374195665121,0.01622205786406994,-0.008565672673285007,0.0005428928416222334,0.0018929444486275315,-0.0006052895332686603,0.006375445518642664,0.0078728087246418,0.0009137429879046977,0.010793096385896206,0.008122180588543415,0.002497890032827854,0.004513259511440992,-0.0014433548785746098,0.008915009908378124,0.005945436656475067,-0.0046273814514279366,-0.0004763652686960995,0.005839219316840172,0.005286990664899349,-0.004183806478977203,-0.006064528599381447,0.014019740745425224,-0.008417420089244843,0.013716841116547585,-0.005709713790565729,-0.0013926654355600476,0.0027129878289997578,0.008278487250208855,-0.007547219283878803,-0.003193991957232356,-0.0029011897277086973,-0.009901855140924454,0.0062492103315889835,0.001958454493433237,0.0017629442736506462,0.011030170135200024,0.002605380490422249,0.02588982627795527,0.009378536604344845,1771.1182772592033,2864.8779268698645,18.01508012859575,13.145769382925634,12.95898070454762,14.104941698094889,14.378120065263564,15.717174274350615,18.042329000469504,0.28427645564079285,0.21784670650959015,0.23162852227687836,0.27257582545280457,0.25575849413871765,0.25795772671699524,0.3861018121242523,0.5653717517852783,0.7955055832862854,0.8402321934700012,0.5846549868583679,0.4098202586174011,1
Var_103.wav,-415.7358703613281,139.6444854736328,14.349616050720215,40.60280990600586,1.666709065437317,12.362632751464844,0.025558630004525185,8.818007469177246,-1.1423977613449097,2.723639726638794,-0.47449007630348206,2.593024492263794,-4.6127214431762695,-0.9360154867172241,-2.5793981552124023,-2.7588605880737305,-5.412335395812988,-1.3092814683914185,-1.6416300535202026,-2.823939085006714,-0.013467113487422466,-0.005429992452263832,0.016788780689239502,0.010540453717112541,0.010170715861022472,0.010143095627427101,-0.0001634934451431036,-0.008953544311225414,-0.007507600821554661,-0.008967640809714794,-0.013470439240336418,-0.002010110765695572,0.014479445293545723,0.01102399080991745,0.0009609093540348113,-0.010242105461657047,-0.010573009960353374,0.005408888217061758,0.0025384845212101936,0.005751038435846567,0.008447036147117615,0.0017811167053878307,0.0010771037777885795,-0.016466505825519562,0.0035603903234004974,-0.005864610429853201,0.008028699085116386,0.0006407331675291061,0.0034551385324448347,-0.002609610091894865,-0.001424359274096787,-0.004005135968327522,0.010530184954404831,0.0007140524103306234,-0.0001479739585192874,0.002738298149779439,0.006790309678763151,0.0027074276003986597,-0.0021898178383708,-0.003243532497435808,0.024315002246405752,0.009861739352345467,1743.5115805006808,2885.04007177628,18.07537948073942,13.415630187018992,13.283204996933328,14.5450941332927,14.670201858121294,15.580753092041768,18.182017601937478,0.32245030999183655,0.2154959738254547,0.20237047970294952,0.2330939918756485,0.24187332391738892,0.2334567904472351,0.3502712547779083,0.5476940274238586,0.7994528412818909,0.842450737953186,0.6606313586235046,0.4498084783554077,1
Var_104.wav,-416.19622802734375,136.22933959960938,15.664766311645508,41.13093948364258,0.16457676887512207,14.492751121520996,-0.9756888151168823,8.737744331359863,-1.4524190425872803,2.210458755493164,-0.626575231552124,1.7493929862976074,-4.8498053550720215,-0.9847338199615479,-1.9079010486602783,-2.4712538719177246,-4.988409519195557,-1.7495659589767456,-1.4934593439102173,-3.025395393371582,-0.05291345342993736,-0.0039127543568611145,0.0010880448389798403,0.006036397069692612,0.015342002734541893,0.004389669746160507,-0.0011766597162932158,-0.009889817796647549,-0.003875307273119688,0.000547388510312885,-0.005828598979860544,-0.0005283607169985771,-0.009665841236710548,-0.003178873797878623,0.009061076678335667,0.009001634083688259,0.0011545926099643111,-0.005332598462700844,-0.0013745379401370883,-0.001651248661801219,0.009434791281819344,0.018338309600949287,-0.0007709413184784353,-0.008658145554363728,0.013616104610264301,-0.0056688012555241585,0.010475942865014076,-3.5356410080567e-05,-0.006250306032598019,-0.006614580750465393,0.0047335573472082615,0.001552741159684956,0.004622781649231911,-0.006530610844492912,0.0035310089588165283,0.007614580448716879,0.005379272159188986,0.0012688875431194901,-0.0007043513469398022,0.004201718606054783,0.024474122653753993,0.009371747262775898,1823.912544757837,2956.122048579246,18.18485523277159,12.905888517305497,13.140205040901416,14.617435306619173,14.798430448405874,15.377361900478668,18.531178394820824,0.3362500071525574,0.2413104623556137,0.2408905029296875,0.2867794930934906,0.2943216860294342,0.2721356153488159,0.3804164230823517,0.5606623888015747,0.7958880662918091,0.8450931906700134,0.6596732139587402,0.45909586548805237,1
Var_105.wav,-420.6465759277344,125.88805389404297,4.52678108215332,45.09296798706055,-1.101580262184143,12.99322509765625,2.8516924381256104,8.38538932800293,-0.7867767810821533,1.0399819612503052,-3.144170045852661,1.7907726764678955,-4.648956775665283,-1.992686152458191,1.0366599559783936,-0.9576414227485657,-2.940941095352173,0.9030582308769226,-1.9383240938186646,-2.3173258304595947,0.02868811972439289,-0.0020933181513100863,0.008593438193202019,-0.017926547676324844,0.01531772781163454,-0.0061789341270923615,0.0009287850698456168,-0.009085635654628277,-0.004324619192630053,-0.002821298548951745,-0.002208094345405698,-0.006499933544546366,-0.009378301911056042,0.0016126495320349932,0.003860182361677289,0.002859962172806263,0.0012148268288001418,-0.004430393222719431,-0.0013009663671255112,0.0024242186918854713,-0.03026016615331173,0.0013963178498670459,0.006486403755843639,-0.011833268217742443,0.01335306465625763,-0.011978259310126305,0.004141306038945913,-0.003447173861786723,-0.004708323627710342,-0.003269202308729291,0.0019294548546895385,0.003784524044021964,0.009205233305692673,0.005893626715987921,-0.002770894207060337,-0.011757373809814453,-0.00424296036362648,0.002060473430901766,0.0034000352025032043,0.002582080429419875,0.038932239666533544,0.006116024684160948,2205.806172480942,3102.5223429301723,14.902870393914235,12.342477770397716,13.408363262087262,14.063473543173814,14.625592374348587,14.900585201953989,18.56744610713152,0.32752010226249695,0.2817261815071106,0.3028634488582611,0.31149956583976746,0.282999187707901,0.28380292654037476,0.42990779876708984,0.639369547367096,0.8250341415405273,0.8070964217185974,0.6387808322906494,0.4572785496711731,1
Var_106.wav,-412.3480529785156,137.69468688964844,16.18996238708496,40.335227966308594,-0.48182496428489685,13.608351707458496,-1.6257723569869995,9.06844711303711,-1.5568171739578247,2.6842613220214844,-0.5424556136131287,0.21183940768241882,-6.01957893371582,-2.1920688152313232,-2.1779043674468994,-2.4976305961608887,-5.047686576843262,-1.5241836309432983,-1.5134698152542114,-2.1068170070648193,-0.040374577045440674,-0.018888482823967934,-0.014897477813065052,0.010009332560002804,0.004005569964647293,-0.01158055104315281,-0.006931531708687544,0.016385475173592567,0.017355598509311676,0.01687818020582199,0.01742967776954174,-0.00040769597399048507,0.0008048919844441116,0.0023995230440050364,0.003948389086872339,0.011017809621989727,-0.012382160872220993,-0.018416868522763252,-0.003961874637752771,-0.0010659389663487673,-0.04396705701947212,0.023876115679740906,-0.004317908082157373,-0.010009823366999626,0.007112876512110233,0.006109688431024551,0.00170517573133111,0.0015920023433864117,0.009381813928484917,0.0023137726821005344,0.0005181940505281091,0.003276836359873414,0.004922481253743172,0.0019091751892119646,-0.0006620059139095247,0.0008234339766204357,-0.009563256055116653,0.0006881449371576309,0.004633634816855192,0.006727295462042093,0.02660352810503195,0.009382691234350204,1819.03253868498,2949.7224996680925,17.92483631405296,12.491264314352021,13.034050069534846,14.878083566527732,14.874626874894526,15.430223995664527,18.38750243246755,0.2536563575267792,0.251470685005188,0.30836206674575806,0.3481452167034149,0.3271956741809845,0.3911457061767578,0.557762086391449,0.7833720445632935,0.8561432361602783,0.6986371874809265,0.4633431136608124,0.34044021368026733,1
Var_107.wav,-414.58636474609375,136.3148193359375,14.72906494140625,40.56006622314453,0.8419374823570251,12.542749404907227,-0.949055552482605,9.316153526306152,-1.494105577468872,2.5170209407806396,-0.5480313897132874,0.21136455237865448,-6.018039226531982,-1.8065805435180664,-2.576153039932251,-1.9453967809677124,-5.5083489418029785,-1.3624708652496338,-1.5745904445648193,-2.7696001529693604,-0.003135479986667633,-0.015321122482419014,0.01959550939500332,-0.021639743819832802,0.01659970171749592,0.0031158856581896544,0.0007133285980671644,-0.0017612698720768094,-0.012460501864552498,-0.009012200869619846,0.00029762255144305527,-0.0037090755067765713,-0.00012832327047362924,0.010929204523563385,0.0031360634602606297,0.007509421091526747,0.0077982633374631405,0.01042044349014759,0.00044207985047250986,0.0016183744883164763,-0.042874544858932495,-0.010478856042027473,-0.004984243772923946,-0.01814790815114975,0.00519220344722271,0.000913284660782665,0.013488390482962132,-0.01449658814817667,-0.004131886176764965,-0.008285336196422577,-0.003094879211857915,0.0013221780536696315,0.00294735305942595,0.002870704745873809,-0.002397846197709441,0.0025074915029108524,0.00023073700140230358,0.0037123970687389374,-0.0021223947405815125,0.0036807996220886707,0.02716824955071885,0.008943931199610233,1865.378649522837,2977.022200850967,17.75472236125173,12.652718340578133,12.9817563626566,14.723127732877971,14.755703848891509,15.536387488584953,18.240702806331967,0.30690327286720276,0.25354042649269104,0.2969955503940582,0.3562976121902466,0.3461161255836487,0.3154885470867157,0.44270139932632446,0.6231572031974792,0.8019700646400452,0.7761604189872742,0.5837386250495911,0.4063204526901245,1
Var_108.wav,-418.0968017578125,133.7071990966797,10.3353910446167,39.85919952392578,2.273961067199707,15.416275024414062,-1.2569267749786377,11.090660095214844,-0.19815385341644287,1.6412602663040161,0.045701801776885986,2.1372480392456055,-4.046608924865723,-0.37732917070388794,-0.9281744956970215,-0.3236091136932373,-3.857602834701538,-1.675904631614685,-0.9707871675491333,-3.234017848968506,-0.012147672474384308,-0.009208942763507366,0.0021987645886838436,0.01360858790576458,-0.005433922167867422,-0.015583476983010769,-7.259426638484001e-05,-0.0028723410796374083,0.007599618751555681,0.008559261448681355,-0.007003471255302429,0.0016526394756510854,-0.0020183806773275137,-0.00305539951659739,-0.003433868056163192,-0.0033120361622422934,-0.002734523266553879,-0.005030632019042969,-0.004792988765984774,-0.00303283822722733,-0.006199202034622431,-0.01136641763150692,0.004236512817442417,-0.014951486140489578,0.0058393110521137714,0.001573985326103866,0.01025543175637722,0.006970771122723818,0.01643761806190014,-0.0016324747120961547,0.0008977077668532729,-0.005734068341553211,0.006649474147707224,0.0034320454578846693,-0.002040034392848611,0.002135627204552293,0.009592660702764988,0.006789947859942913,0.006763068027794361,-0.0011950081679970026,0.02958079572683706,0.0078352689743042,1943.0437922151386,3014.8954482378963,17.14593337934071,12.160873419147597,12.762854453796276,14.127438873305895,14.761933516071968,15.746945744139307,18.649000861596367,0.45137882232666016,0.4019857943058014,0.41644087433815,0.38189563155174255,0.3216916024684906,0.3663468658924103,0.5711783766746521,0.7028809189796448,0.7785769104957581,0.721785843372345,0.6080182194709778,0.5285223126411438,1
Var_109.wav,-413.6286315917969,135.76522827148438,12.842601776123047,41.596309661865234,2.6073224544525146,16.757190704345703,0.4437929689884186,10.902207374572754,1.1235976219177246,5.240774631500244,0.6805348992347717,3.1832165718078613,-2.761348009109497,1.1543723344802856,0.0627179890871048,-1.4167674779891968,-3.9331748485565186,-1.4950761795043945,-1.3124775886535645,-2.957601547241211,0.003367628203704953,0.017093978822231293,-0.01080023031681776,0.004972585942596197,0.0052931285463273525,-0.013454766012728214,-0.009439941495656967,-0.005881302058696747,-0.008312682621181011,0.0013372768880799413,0.0006007858901284635,0.0008251164108514786,-0.010157260112464428,0.010850914753973484,0.019012659788131714,-0.005138087552040815,-0.0031052539125084877,-0.00041428388794884086,-0.007022530771791935,-0.007164950482547283,-0.004773713648319244,-0.012766563333570957,0.012493308633565903,-0.007027309853583574,0.010315997526049614,0.005700271110981703,0.008899197913706303,-0.0009479225846007466,0.0008142843726091087,-0.00494806095957756,-0.001983117312192917,-0.0028550326824188232,-0.004607433453202248,-0.0008823775569908321,-0.0018795161740854383,-0.0010747627820819616,0.0025484603829681873,-0.0020316126756370068,-0.004748692736029625,-0.007109168451279402,0.02716512954273163,0.008941994979977608,1846.9854424145744,2959.399242443691,16.470148894679536,12.753106394697593,12.42932005452839,14.364832561227125,14.770474681039408,15.468882066924115,18.47201690495529,0.3959733843803406,0.3700878918170929,0.4254522919654846,0.44648030400276184,0.3870815336704254,0.35366877913475037,0.49255630373954773,0.6681491136550903,0.8039700388908386,0.7565959095954895,0.6107824444770813,0.4754338264465332,1
